,Movie Name,Genre,Country,Release Date,Percentage User score,Description,Movie link
92,Gangster's Paradise: Jerusalema,"['Action', 'Crime', 'Drama']",US,2008-02-11,67,"This South African movie tracks the rise of a once-petty criminal to the heights of the criminal underworld. After cutting his teeth on hijacking, before moving onto bigger game, an ambitious man hits a setback when most of his gang are shot.",https://www.themoviedb.org/movie/22600-jerusalema
93,All the Silence,['Drama'],PL,2023-10-06,77,"Miriam teaches sign language in the mornings and is part of a professional theater production in the afternoons, maintaining a stable and passionate relationship with her girlfriend Lola. Although her life is very much connected to the routine of a deaf person, her world begins to crumble when she discovers that she is losing her hearing.",https://www.themoviedb.org/movie/1131443-todo-el-silencio
94,Robin Hood: Prince of Thieves,"['Action', 'Adventure', 'Drama']",US,1991-06-14,69,"Nobleman crusader Robin of Locksley breaks out of a Jerusalem prison with the help of Moorish fellow prisoner Azeem and travels back home to England. But upon arrival he discovers his dead father in the ruins of his family estate, killed by the vicious sheriff of Nottingham, Robin and Azeem join forces with outlaws Little John and Will Scarlett to save the kingdom from the sheriff's villainy.",https://www.themoviedb.org/movie/8367-robin-hood-prince-of-thieves
95,Switching Goals,"['Family', 'TV Movie']",US,1999-12-12,59,Twin sisters Emma and Sam come up with a scheme to switch places so each can play in the soccer team they prefer.,https://www.themoviedb.org/movie/36251-switching-goals
96,A Part of You,['Drama'],US,2024-05-31,67,A teenager struggles to pick up the pieces of her shattered world in this emotional and bittersweet coming-of-age drama about those who are left behind.,https://www.themoviedb.org/movie/1127108-en-del-av-dig
97,Death Ship,"['Adventure', 'Horror', 'Mystery', 'Thriller']",CA,1980-04-04,52,"Survivors of a tragic shipping collision are rescued by a mysterious black ship which appears out of the fog. Little do they realise that the ship is actually a Nazi torture ship which has sailed the seas for years, luring unsuspecting sailors aboard and killing them off one by one.",https://www.themoviedb.org/movie/31703-death-ship
98,Elizabeth,"['Drama', 'History']",GB,1998-10-02,72,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",https://www.themoviedb.org/movie/4518-elizabeth
99,Licence to Kill,"['Adventure', 'Action', 'Thriller']",GB,1989-06-13,64,"After capturing the notorious drug lord Franz Sanchez, Bond's close friend and former CIA agent Felix Leiter is left for dead and his wife is murdered. Bond goes rogue and seeks vengeance on those responsible, as he infiltrates Sanchez's organization from the inside.",https://www.themoviedb.org/movie/709-licence-to-kill
100,The Heartbreak Kid,"['Comedy', 'Romance']",US,2007-10-05,57,"Eddie, the 40-year-old confirmed bachelor finally says ""I do"" to the beautiful and sexy Lila. But during their honeymoon in Mexico, the woman of his dreams turns out to be a total nightmare, and the guy who could never pull the trigger realizes he’s jumped the gun.",https://www.themoviedb.org/movie/9038-the-heartbreak-kid
101,Cursed,"['Horror', 'Action', 'Drama']",US,2023-10-20,0,"The lives of six girls belong to different worlds although connected to each other through a doll called Molly, whose existence dates back to 1976, when she appeared among the rubble of the great fire of the San Carlos orphanage, in northern Spain",https://www.themoviedb.org/movie/1154864-malditas
102,Berserk: The Golden Age Arc I - The Egg of the King,"['Animation', 'Action', 'Adventure', 'Fantasy']",JP,2012-02-03,72,"Guts, an immensely strong sword-for-hire, has little direction in his life, simply fighting one battle after the next. However, this all changes suddenly when he meets and is bested by Griffith, a beautiful and charismatic young man who leads the Band of the Hawk mercenary army. After Guts joins the Band and the relationship between the two men begins to blossom, Casca, the tough, lone swordswoman in the Band of the Hawk, struggles to accept Guts and the influence he has on the world around her.  While the two men begin to fight together, Griffith continues to rise to power, all seemingly in order to reach his mysterious, prophesied goals. What lengths will Guts and Griffith go to in order to reach these goals, and where will fate take the two men?",https://www.themoviedb.org/movie/113082-i
103,Eddie the Eagle,"['Comedy', 'Drama', 'History', 'Adventure']",EG,2016-03-30,72,"The feel-good story of Michael 'Eddie' Edwards, an unlikely but courageous British ski-jumper who never stopped believing in himself—even as an entire nation was counting him out. With the help of a rebellious and charismatic coach, Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.",https://www.themoviedb.org/movie/319888-eddie-the-eagle
104,Non Negotiable,"['Action', 'Thriller', 'Comedy', 'Drama']",EG,2024-07-26,60,"Hostage negotiator Alan Bender is called to rescue the president from a kidnapping, only to find himself also mediating to save his wife and marriage.",https://www.themoviedb.org/movie/1309923-no-negociable
105,If Lucy Fell,"['Comedy', 'Romance']",US,1996-03-08,52,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge.",https://www.themoviedb.org/movie/10324-if-lucy-fell
106,Willard,"['Horror', 'Drama', 'Thriller']",US,2003-03-14,61,"Desperate for companionship, the repressed Willard befriends a group of rats that inhabit his late father's deteriorating mansion. In these furry creatures, Willard finds temporary refuge from daily abuse at the hands of his bedridden mother and his father's old partner, Frank. Soon it becomes clear that the brood of rodents is ready and willing to exact a vicious, deadly revenge on anyone who dares to bully their sensitive new master.",https://www.themoviedb.org/movie/10929-willard
107,Master Gardener,"['Drama', 'Crime']",US,2023-05-19,62,"Narvel Roth is a meticulous horticulturist who is devoted to tending the grounds of a beautiful estate and pandering to his employer, the wealthy dowager Mrs. Haverhill. When she demands that he take on her wayward and troubled niece, it unlocks dark secrets from a buried violent past.",https://www.themoviedb.org/movie/869612-master-gardener
108,Weekend Warriors,"['Action', 'Thriller']",US,2021-04-01,76,A fun camping trip turns into a desperate fight for survival after two kids witness a horrific event in the wild. They have to endure the elements and wildlife and they must also find a way to reach civilization before it's too late.,https://www.themoviedb.org/movie/924763-weekend-warriors
109,Chaplin,['Drama'],US,1992-12-25,74,"An aged Charlie Chaplin narrates his life to his autobiography's editor, including his rise to wealth and comedic fame from poverty, his turbulent personal life and his run-ins with the FBI.",https://www.themoviedb.org/movie/10435-chaplin
110,Nazis at Nuremberg: The Lost Testimony,"['War', 'Documentary', 'History', 'TV Movie']",GB,2022-12-05,66,Never-before-heard trial testimony reveals shocking new details about World War II  and the inner workings of the Nazi war machine.,https://www.themoviedb.org/movie/1063779-nazis-at-nuremberg-the-lost-testimony
111,Once Upon a Studio,"['Animation', 'Family', 'Fantasy', 'Comedy']",US,2023-09-24,83,"Created for Disney's 100th anniversary, the short features Mickey Mouse corralling a gallery of legendary Disney characters for a group photo.",https://www.themoviedb.org/movie/1139087-once-upon-a-studio
112,Mousey,"['Action', 'Drama', 'TV Movie']",GB,1974-05-24,46,A high school teacher separated from his son plots revenge on his ex-wife.,https://www.themoviedb.org/movie/104041-mousey
113,Through My Window 3: Looking at You,"['Romance', 'Drama', 'Comedy']",ES,2024-02-23,70,"After the events of the summer, Ares and Raquel they don't see a way forward in their relationship and decide to go separate ways. But when they meet again in the winter in Barcelona, the love and desire they feel for each other is undeniable. Will they be able to find a way to get back together?",https://www.themoviedb.org/movie/1139566-a-traves-de-mi-ventana-3-a-traves-de-tu-mirada
114,Beauty and the Beast,"['Romance', 'Family', 'Animation', 'Fantasy']",US,1991-11-22,77,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",https://www.themoviedb.org/movie/10020-beauty-and-the-beast
115,Bridesmaids,"['Comedy', 'Romance']",US,2011-05-13,65,"Annie's life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian's maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.",https://www.themoviedb.org/movie/55721-bridesmaids
116,The Dark Knight,"['Drama', 'Action', 'Crime', 'Thriller']",EG,2008-07-23,85,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",https://www.themoviedb.org/movie/155-the-dark-knight
117,Involuntary,"['Comedy', 'Drama']",US,2008-11-28,66,"In several unrelated stories, the consequences of putting one's foot down – or failing to do so – are explored.",https://www.themoviedb.org/movie/8927-de-ofrivilliga
